@relation people_2D-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute n_points numeric
@attribute std numeric
@attribute mean_deviation numeric
@attribute width numeric
@attribute linearity numeric
@attribute circularity numeric
@attribute radius numeric
@attribute boundary_length numeric
@attribute boundary_regularity numeric
@attribute mean_curvaure numeric
@attribute angular_difference numeric
@attribute person {-1,1}

@data
34,0.49531,0.23667,0.89025,0.15822,0.019501,1.3532,0.93973,0.012732,383.42,0.055318,-1
13,0.31155,0.089311,0.32969,0.040365,0.000545,0.63401,0.33209,0.000656,48.789,-0.002569,-1
7,0.16734,0.023316,0.080941,0.030756,0.000053,0.059911,0.090956,0.006863,186.49,0.18685,-1
58,0.45292,0.20197,0.75511,1.7656,0.39472,0.26275,0.98741,0.016884,939.75,-0.006028,-1
95,0.56694,0.31312,1.3703,2.1119,0.072724,1.8599,1.5595,0.009044,2321.7,0.022145,-1
36,0.43428,0.18457,0.68548,3.2566,0.42318,0.21138,0.83282,0.013672,539.53,-0.031964,-1
35,0.32341,0.10021,0.36986,1.9739,0.00124,0.18927,0.4805,0.005684,774.09,0.048866,-1
52,0.48221,0.22801,0.90048,11.709,0.020442,1.4107,0.95223,0.00334,632.68,0.025174,-1
30,0.21103,0.042645,0.16575,0.46799,0.000209,0.094802,0.20017,0.003228,1321.1,0.056784,1
29,0.1894,0.03448,0.12295,0.28424,0.00036,0.061779,0.16393,0.001941,2421,0.065888,1
13,0.30043,0.082669,0.30349,0.054671,0.000719,0.43886,0.31454,0.00516,157.21,0.00651,-1
11,0.25942,0.064129,0.17625,0.25557,0.002153,0.071909,0.27288,0.016296,208.06,0.14566,-1
17,0.31052,0.08794,0.3548,0.35125,0.00184,0.22343,0.40993,0.017459,363.91,-0.077869,-1
34,0.49556,0.23709,0.89524,0.15085,0.01363,1.6265,0.9447,0.010513,368.19,0.059168,-1
13,0.31235,0.089917,0.32891,0.091293,0.034318,0.10362,0.33793,0.001514,72.091,0.000397,-1
7,0.16641,0.022738,0.084642,0.042362,0.000005,0.062392,0.092736,0.010348,130.07,0.15994,-1
58,0.45248,0.20143,0.75718,1.6785,0.44188,0.25342,0.98932,0.016215,1060.6,-0.003269,-1
95,0.56664,0.31266,1.3701,2.1295,0.075748,1.8317,1.558,0.009022,2133.3,0.022067,-1
36,0.43456,0.18402,0.69039,3.3708,0.37061,0.21547,0.84963,0.01729,472.65,-0.026467,-1
33,0.31154,0.09188,0.34728,1.8266,0.000675,0.18377,0.45561,0.005463,845.59,0.065675,-1
39,0.41783,0.17005,0.6637,0.11729,0.00738,1.2328,0.67004,0.000633,270.25,-0.005975,-1
30,0.2027,0.040468,0.15276,0.15056,0.001574,0.095979,0.17492,0.002114,1336,0.039385,1
29,0.18719,0.033326,0.12293,0.26402,0.000245,0.064194,0.16195,0.002879,1618.9,0.07496,1
13,0.30293,0.084181,0.30734,0.047435,0.000354,0.5994,0.31694,0.004281,149.01,0.033769,-1
11,0.26062,0.062055,0.1759,0.25127,0.002094,0.072192,0.27512,0.017678,188.01,0.15346,-1
8,0.21229,0.039773,0.12299,0.043862,0.00081,0.061746,0.1369,0.006437,136.29,0.013022,-1
7,0.27439,0.064407,0.19352,0.035153,0.002612,0.089528,0.2078,0.018958,102.88,-0.18496,-1
34,0.49559,0.23726,0.88184,0.16666,0.015763,1.4821,0.93489,0.011118,329.9,0.057231,-1
13,0.31216,0.089607,0.32985,0.056928,0.00094,0.4717,0.33479,0.000972,60.779,0.01531,-1
7,0.171,0.024395,0.084642,0.031821,0.000074,0.064,0.095378,0.00938,167.19,0.20939,-1
58,0.45232,0.20142,0.75286,1.689,0.39831,0.26264,0.98582,0.015845,1170.2,-0.018765,-1
95,0.56683,0.31285,1.3641,2.0992,0.068254,1.8844,1.5344,0.008475,1998.5,0.021444,-1
36,0.43468,0.18449,0.69017,3.2816,0.41661,0.21234,0.8248,0.013906,502.57,-0.026462,-1
33,0.31324,0.093359,0.34561,1.7352,0.000896,0.17947,0.44896,0.007539,685.28,0.005401,-1
24,0.32908,0.10378,0.39797,0.084579,0.003431,0.525,0.39933,0.000243,86.876,-0.005869,-1
33,0.21399,0.044552,0.1694,0.13426,0.00198,0.11771,0.19044,0.00137,2013.8,0.044158,1
29,0.18648,0.033386,0.12287,0.24047,0.000428,0.063983,0.1583,0.003001,1435.1,0.068929,1
13,0.30287,0.084107,0.30192,0.070653,0.000884,0.38321,0.31078,0.004228,130.54,-0.029869,-1
11,0.25093,0.057619,0.17638,0.20551,0.001262,0.079338,0.23975,0.011252,160.6,0.11793,-1
21,0.33017,0.10111,0.38923,0.58792,0.001713,0.22765,0.4933,0.016921,469.38,-0.070102,-1
33,0.48638,0.22823,0.89463,0.181,0.007001,1.9691,0.96464,0.014937,385.49,0.073976,-1
13,0.31092,0.089164,0.33058,0.039399,0.000316,0.78018,0.33419,0.000917,69.316,0.035249,-1
7,0.16762,0.023301,0.08314,0.03964,0.000031,0.060752,0.093444,0.010445,149.4,0.21332,-1
58,0.45282,0.20166,0.75619,1.731,0.38875,0.26441,0.98806,0.01632,1008.7,-0.005835,-1
95,0.56752,0.31358,1.3608,2.1302,0.071595,1.8563,1.537,0.008233,2291.2,0.018149,-1
36,0.4351,0.18457,0.69163,3.8527,0.31721,0.22331,0.85099,0.01741,425.09,-0.022771,-1
34,0.31788,0.096462,0.35728,1.5353,0.000893,0.18777,0.45035,0.004614,700.58,0.045789,-1
19,0.29401,0.081992,0.31058,0.04667,0.00141,0.45128,0.31298,0.000201,158.24,-0.005795,-1
31,0.20833,0.042559,0.15895,0.16561,0.002303,0.093947,0.18531,0.001675,1731.5,0.056808,1
29,0.18542,0.032811,0.12439,0.27279,0.000108,0.069231,0.16536,0.003425,1261.4,0.086167,1
13,0.30229,0.084017,0.30716,0.046021,0.00281,0.26357,0.31822,0.004766,179.05,-0.002092,-1
14,0.27782,0.071395,0.26361,0.31748,0.025528,0.082902,0.40062,0.025952,258.17,-0.056548,-1
20,0.32562,0.098613,0.40142,0.51012,0.003565,0.23666,0.49111,0.019698,370.63,-0.075528,-1
34,0.4973,0.23879,0.89244,0.17197,0.022007,1.2879,0.95379,0.010969,259.65,0.065641,-1
13,0.31187,0.089603,0.33065,0.045087,0.002188,0.34437,0.33592,0.000684,86.666,-0.005625,-1
7,0.16502,0.02254,0.079367,0.024313,0.000016,0.073817,0.084638,0.005269,153.14,0.17701,-1
58,0.45256,0.20165,0.75436,1.7371,0.41132,0.25904,0.98751,0.015751,1084.6,-0.015397,-1
95,0.56705,0.31324,1.3638,2.1318,0.065844,1.8955,1.5578,0.009203,1923.4,0.022149,-1
36,0.43471,0.18462,0.69146,3.7479,0.41666,0.21198,0.82839,0.015112,458.05,-0.02066,-1
33,0.31058,0.09181,0.34497,1.5688,0.000846,0.1882,0.43474,0.007133,759.82,0.034842,-1
17,0.27929,0.073318,0.27639,0.078601,0.00022,0.55213,0.28215,0.001381,133.16,-0.005752,-1
30,0.20523,0.041049,0.15416,0.16271,0.002782,0.082809,0.18297,0.001608,2216.7,0.039197,1
4,0.15666,0.018412,0.054728,0.007428,0.000001,0.10169,0.055316,0.000481,18.317,-0.11215,-1
31,0.18931,0.034491,0.13632,0.26219,0.000586,0.074891,0.1773,0.003686,2493.3,0.067912,1
13,0.29984,0.082468,0.30896,0.059892,0.000937,0.40322,0.32025,0.005206,171.85,0.003652,-1
11,0.25192,0.059737,0.17544,0.22885,0.001114,0.077157,0.24455,0.010291,190.93,0.074532,-1
17,0.315,0.091304,0.35923,0.33486,0.000632,0.26505,0.4051,0.016645,294.09,-0.051911,-1
33,0.48611,0.22791,0.88502,0.19397,0.006839,1.9967,0.95822,0.01581,467.56,0.067698,-1
14,0.32302,0.096897,0.35756,0.054619,0.003719,0.32068,0.3609,0.00083,55.652,0.002703,-1
7,0.16759,0.023704,0.081785,0.044585,0.000035,0.054046,0.093388,0.010732,146.23,0.21322,-1
58,0.45247,0.20153,0.75621,1.693,0.39177,0.26389,0.9815,0.01544,1162.9,-0.008601,-1
95,0.56689,0.31283,1.3567,2.0776,0.06246,1.9435,1.5318,0.008204,2282.1,0.020563,-1
36,0.4345,0.18467,0.69161,3.2637,0.22557,0.24661,0.84291,0.016167,475.03,-0.018324,-1
34,0.31813,0.097094,0.35854,1.6828,0.000466,0.1876,0.46178,0.006089,942.52,0.042626,-1
13,0.24591,0.055777,0.20677,0.5991,0.000525,0.27219,0.21025,0.000526,115.73,-0.015245,-1
30,0.20495,0.040719,0.1549,0.1634,0.003631,0.075989,0.17922,0.001844,1454.8,0.04035,1
6,0.18156,0.027447,0.092384,0.044827,0.000106,0.076634,0.097252,0.003316,62.649,0.1417,-1
36,0.19875,0.038082,0.1526,0.24269,0.000721,0.11612,0.18385,0.002222,2272.7,0.060547,1
13,0.30306,0.084447,0.31368,0.063527,0.000414,0.53023,0.32375,0.005566,148.78,0.032886,-1
10,0.25328,0.060665,0.1588,0.2223,0.002172,0.064436,0.2517,0.016703,142.5,0.14783,-1
4,0.15753,0.018498,0.053861,0.019553,0.000011,0.034661,0.059923,0.005848,40.68,-0.30537,-1
20,0.32892,0.10063,0.38455,0.50624,0.001369,0.24529,0.45166,0.0157,253.5,-0.067938,-1
34,0.49478,0.23631,0.903,0.16908,0.007785,2.0467,0.96058,0.011779,511.48,0.06387,-1
13,0.31186,0.089444,0.32938,0.059388,0.001392,0.4055,0.33275,0.000543,39.811,-0.008553,-1
7,0.16601,0.023256,0.079419,0.023459,0.000026,0.071986,0.086393,0.004983,227.24,0.18392,-1
58,0.45231,0.20126,0.75149,1.7142,0.38985,0.26324,0.9853,0.016286,1066.5,-0.014432,-1
95,0.56677,0.31298,1.3647,2.1388,0.074401,1.8348,1.5421,0.008513,2173.7,0.021304,-1
36,0.43426,0.18377,0.68852,3.1416,0.30067,0.22435,0.84551,0.017962,460.64,-0.025623,-1
34,0.31865,0.097954,0.35914,2.4749,0.000957,0.18602,0.4679,0.006313,855.75,0.064418,-1
11,0.22849,0.047292,0.17244,0.070803,0.002917,0.077964,0.17682,0.000733,131.42,-0.005522,-1
25,0.18817,0.03404,0.1283,0.056801,0.000279,0.15054,0.14134,0.000767,2082.7,0.02103,1
42,0.21594,0.044985,0.19812,1.7314,0.001673,0.11108,0.23779,0.004725,2527,0.033758,1
13,0.29994,0.082668,0.31286,0.058226,0.000536,0.49791,0.32256,0.005139,138.15,0.004592,-1
11,0.2616,0.063725,0.17587,0.29535,0.002202,0.071304,0.27995,0.015175,213.48,0.061799,-1
21,0.33146,0.10286,0.39928,0.53637,0.00114,0.25705,0.47094,0.015708,302.82,-0.065518,-1
34,0.49504,0.23657,0.89592,0.17169,0.01328,1.6164,0.96499,0.011153,409.07,0.068691,-1
13,0.3113,0.089429,0.32995,0.04714,0.004934,0.23184,0.33447,0.000726,69.508,-0.002554,-1
7,0.16342,0.022404,0.071158,0.02275,0.000151,0.042332,0.078258,0.004568,184.37,0.15331,-1
58,0.45252,0.20157,0.75721,1.7111,0.4434,0.25304,0.98748,0.015467,1166.4,-0.006028,-1
95,0.56675,0.31279,1.3639,2.094,0.067229,1.8963,1.5291,0.008073,2463.1,0.020774,-1
36,0.43572,0.18566,0.68689,5.0196,0.31383,0.22385,0.86149,0.018431,434.99,-0.030164,-1
32,0.30634,0.089884,0.33427,1.4336,0.000836,0.1798,0.4269,0.005651,621.7,0.066712,-1
8,0.19857,0.034496,0.12067,0.031333,0.000004,0.65116,0.12089,0.000043,33.439,-0.005259,-1
6,0.10234,0.008663,0.029178,0.012295,0.000004,0.021567,0.031545,0.001837,188.4,-0.16606,1
43,0.21098,0.043174,0.17394,0.69227,0.001009,0.11259,0.20855,0.002283,3725.3,0.027098,1
13,0.30339,0.084289,0.31454,0.070761,0.001097,0.37919,0.32563,0.005101,105.58,-0.00526,-1
12,0.26829,0.068544,0.19307,0.35122,0.002377,0.078069,0.29578,0.015881,217.22,0.014802,-1
16,0.31005,0.087339,0.33169,0.36705,0.00088,0.20146,0.39082,0.018164,348.28,-0.089811,-1
34,0.49657,0.23795,0.87358,0.18829,0.018763,1.3556,0.92088,0.01126,354.5,0.047373,-1
13,0.3126,0.089891,0.33002,0.057788,0.001218,0.42548,0.3333,0.000745,34.519,0.003507,-1
7,0.15978,0.021248,0.0733,0.03168,0.000011,0.056914,0.079829,0.005171,93.364,0.18709,-1
58,0.45202,0.20095,0.75332,1.6879,0.34967,0.27349,0.97416,0.015147,1004.6,-0.01225,-1
95,0.56687,0.31301,1.3568,2.1182,0.07038,1.8691,1.5307,0.008293,2170.3,0.019305,-1
36,0.4355,0.18519,0.68894,4.0469,0.41523,0.21195,0.8579,0.017324,501.84,-0.028059,-1
36,0.32317,0.10012,0.39862,3.2602,0.005514,0.20643,0.51079,0.009846,690.94,-0.005936,-1
41,0.20524,0.04059,0.1577,0.62638,0.000978,0.086358,0.20404,0.003627,2819.5,0.041237,1
14,0.26333,0.064234,0.23396,0.29452,0.001446,0.19494,0.24512,0.003561,113.15,-0.005664,-1
13,0.30332,0.084547,0.30664,0.058611,0.000578,0.46536,0.31541,0.004433,133,-0.00077,-1
12,0.26292,0.064632,0.19508,0.28812,0.001987,0.082108,0.28359,0.013675,269.28,0.15561,-1
21,0.33008,0.10139,0.38351,0.61674,0.001571,0.21882,0.48146,0.017535,399.84,-0.067879,-1
34,0.49677,0.23803,0.88459,0.16124,0.032366,1.0583,0.93845,0.010614,367.64,0.061151,-1
13,0.3119,0.089621,0.33,0.038821,0.024308,0.11279,0.33417,0.001129,72.873,-0.005625,-1
7,0.17212,0.025516,0.082484,0.041453,0.000074,0.051862,0.093812,0.008381,96.594,0.20293,-1
58,0.45219,0.2013,0.75577,1.6889,0.38813,0.26442,0.97928,0.015837,1071.2,-0.004639,-1
95,0.5668,0.3127,1.3675,2.0792,0.068747,1.8907,1.5249,0.008035,2180.6,0.021416,-1
36,0.43424,0.18386,0.68977,3.6239,0.38692,0.21453,0.81492,0.01357,437.34,-0.029478,-1
16,0.23973,0.053993,0.1944,0.11652,0.000238,0.17981,0.21001,0.004259,382.87,0.043642,-1
40,0.20286,0.039774,0.14816,0.76506,0.001033,0.076759,0.20406,0.003456,3000.1,0.061768,1
17,0.16325,0.024575,0.091484,0.21407,0.000176,0.04589,0.10929,0.002793,748.11,0.056215,1
17,0.28648,0.077026,0.28739,0.13812,0.000495,0.47952,0.29381,0.001307,194.63,0.001223,-1
13,0.29883,0.081745,0.30111,0.075071,0.000385,0.44373,0.31473,0.005041,148.84,0.051757,-1
10,0.25634,0.061525,0.15815,0.23344,0.002179,0.064597,0.25367,0.016988,136.27,0.080447,-1
20,0.32407,0.097787,0.36792,0.45351,0.001279,0.25028,0.45024,0.013182,423.12,-0.12018,-1
34,0.49604,0.23731,0.89674,0.18373,0.021244,1.2944,0.96402,0.013431,469.34,0.067239,-1
13,0.31142,0.089328,0.32994,0.036617,0.001787,0.38344,0.33156,0.000443,36.424,-0.005625,-1
7,0.16694,0.023282,0.083116,0.03443,0.000049,0.063491,0.093083,0.009665,146.53,0.21082,-1
58,0.45222,0.2012,0.75514,1.697,0.3593,0.27141,0.98264,0.015595,1087.5,-0.007323,-1
95,0.56691,0.31285,1.3574,2.0973,0.070315,1.8719,1.5269,0.008151,2196.2,0.018486,-1
36,0.43486,0.18472,0.68936,4.3364,0.37366,0.21573,0.83254,0.015249,472.95,-0.023152,-1
42,0.20657,0.041206,0.15488,1.2897,0.001284,0.078831,0.20884,0.003549,2700.1,0.054936,1
24,0.18412,0.0328,0.12115,0.7243,0.000333,0.06724,0.14727,0.002915,1401.5,0.047039,1
21,0.31546,0.094802,0.36056,0.089807,0.0004,0.9513,0.36583,0.000977,206.38,0.004942,-1
13,0.30357,0.084535,0.31555,0.068131,0.000241,0.59723,0.32422,0.005188,139.79,0.012739,-1
12,0.26047,0.06454,0.19297,0.28618,0.001529,0.082932,0.2656,0.011807,235.59,0.077563,-1
20,0.32623,0.099457,0.38777,0.44853,0.001486,0.26034,0.44733,0.014055,326.99,-0.06797,-1
34,0.49954,0.24078,0.89684,0.19306,0.085374,0.66765,0.95928,0.010725,349.57,0.065485,-1
13,0.31146,0.089249,0.32958,0.045012,0.000729,0.54946,0.33309,0.001005,61.522,-0.005625,-1
7,0.16768,0.023458,0.08314,0.040607,0.000019,0.060559,0.09188,0.009717,153.98,0.17455,-1
58,0.45242,0.20147,0.75326,1.7204,0.42626,0.25614,0.99055,0.016126,1045.8,-0.007326,-1
95,0.56709,0.31319,1.3584,2.1086,0.070839,1.8608,1.533,0.0082,2204,0.020463,-1
37,0.43938,0.18925,0.70686,2.8078,0.3268,0.23127,0.85574,0.014683,551.33,-0.025386,-1
42,0.20495,0.039949,0.14889,1.1258,0.000594,0.078637,0.20001,0.00278,3656.1,0.014592,1
24,0.18207,0.031317,0.1289,0.24313,0.00123,0.058469,0.15947,0.004884,1086.7,-0.01437,1
28,0.35977,0.12482,0.48158,0.099976,0.026175,0.29736,0.4919,0.000889,320.38,-0.005909,-1
13,0.30161,0.083527,0.31149,0.074531,0.000575,0.44143,0.32189,0.00541,130.5,-0.035863,-1
12,0.26065,0.062112,0.19378,0.2679,0.001288,0.086714,0.26974,0.011822,225.63,0.13496,-1
10,0.22124,0.043854,0.14482,0.086571,0.001459,0.065002,0.17454,0.006473,232.46,-0.005454,-1
10,0.29338,0.074653,0.26343,0.1032,0.000452,0.22847,0.28452,0.018396,164.43,-0.074194,-1
34,0.49623,0.23757,0.89888,0.19459,0.010912,1.743,0.97109,0.015446,500.38,0.062677,-1
13,0.31258,0.089916,0.33073,0.04777,0.000801,0.52549,0.33506,0.00092,69.268,0.000478,-1
7,0.15648,0.020329,0.074515,0.027892,0.000014,0.061167,0.08036,0.005656,155.41,0.13395,-1
58,0.45253,0.20157,0.75404,1.7218,0.37891,0.26636,0.98895,0.016233,1009.7,-0.006028,-1
95,0.56651,0.31249,1.3629,2.0864,0.074115,1.8545,1.5367,0.008696,2081.1,0.021183,-1
32,0.41556,0.16729,0.61331,3.4336,0.21163,0.19916,0.77539,0.019278,384.15,-0.017077,-1
43,0.20464,0.039965,0.1492,1.3238,0.000654,0.077326,0.21301,0.00327,4439.9,0.045648,1
15,0.154,0.022033,0.082967,0.028918,0.00016,0.071868,0.086228,0.001159,550.2,-0.042927,1
41,0.43064,0.18088,0.71156,0.13983,0.25105,0.25232,0.72236,0.001161,406.67,0.011449,-1
13,0.3012,0.083123,0.31084,0.057331,0.000702,0.45038,0.31963,0.004845,103.89,0.009031,-1
11,0.25316,0.060244,0.1762,0.21796,0.001549,0.075171,0.24028,0.01313,176.04,0.033408,-1
21,0.32992,0.10126,0.38207,0.60766,0.002741,0.21781,0.487,0.017078,299.7,-0.066306,-1
34,0.49727,0.23832,0.90732,0.14968,0.01372,1.6137,0.95778,0.011643,310.05,0.067347,-1
13,0.31272,0.090159,0.3298,0.063046,0.012573,0.14816,0.33654,0.00223,55.076,-0.002569,-1
7,0.16362,0.022231,0.077308,0.033236,0.000012,0.060759,0.084052,0.006231,95.796,0.19499,-1
58,0.45202,0.20091,0.75182,1.6727,0.38841,0.26396,0.97603,0.015457,1000.5,-0.01635,-1
95,0.56743,0.31349,1.3687,2.0765,0.060522,1.9571,1.5151,0.007814,2538.6,0.020507,-1
31,0.41131,0.16264,0.59415,2.9856,0.12983,0.2139,0.75346,0.020554,384.87,-0.037002,-1
41,0.19871,0.037517,0.14044,1.3946,0.00046,0.070486,0.20007,0.003334,3546.1,0.046871,1
6,0.12205,0.012423,0.042595,0.010891,0.000004,0.045994,0.044634,0.004237,247.55,-0.099074,1
49,0.46865,0.21512,0.84883,0.21256,0.005979,2.374,0.86596,0.001921,433.54,0.012955,-1
13,0.30222,0.08378,0.30589,0.069668,0.001032,0.36868,0.31992,0.005567,181.59,-0.014434,-1
11,0.26133,0.065191,0.1765,0.29402,0.002573,0.068632,0.27087,0.01719,156.17,0.022784,-1
20,0.32545,0.09812,0.37725,0.53034,0.001669,0.22998,0.45697,0.0171,335.59,-0.096305,-1
34,0.4969,0.23858,0.89543,0.16016,0.010822,1.7787,0.9393,0.010304,301.82,0.061716,-1
13,0.31208,0.089558,0.33024,0.055481,0.000685,0.54333,0.33378,0.000678,60.507,-0.002573,-1
7,0.16609,0.022838,0.08469,0.037988,0.000013,0.065257,0.093016,0.011302,136.05,0.1793,-1
58,0.45254,0.20148,0.7555,1.7269,0.39364,0.26339,0.99548,0.015858,1429.3,-0.006028,-1
95,0.56753,0.31332,1.3695,2.1678,0.068178,1.8707,1.5569,0.009214,2174.9,0.022064,-1
12,0.25644,0.059947,0.21371,0.10768,0.000373,0.19619,0.22854,0.001449,126.4,-0.084479,-1
16,0.15034,0.02121,0.081194,0.051088,0.000716,0.035519,0.091009,0.002511,1172,0.010034,1
40,0.19318,0.035478,0.13453,1.2274,0.000465,0.069719,0.19473,0.002678,4904.4,0.042026,1
7,0.18664,0.029543,0.10161,0.015207,0.00044,0.056844,0.10745,0.006266,160.12,-0.016626,-1
52,0.48229,0.22813,0.89964,1.9095,0.013404,1.8078,0.94147,0.002921,510.17,0.014827,-1
13,0.30426,0.084984,0.30797,0.069585,0.000374,0.51452,0.31603,0.004211,136.35,-0.016166,-1
11,0.25827,0.063643,0.17615,0.25949,0.001681,0.075283,0.27246,0.014997,176.41,0.17656,-1
18,0.32332,0.096716,0.37594,0.36282,0.00054,0.27454,0.42079,0.014952,300.6,-0.05514,-1
34,0.49384,0.23542,0.87948,0.15474,0.012202,1.6436,0.9415,0.010416,357.82,0.063185,-1
13,0.31195,0.089448,0.32973,0.057551,0.000962,0.46983,0.33332,0.000997,43.368,-0.002573,-1
7,0.16282,0.022165,0.080228,0.038679,0.00001,0.05854,0.088528,0.009822,134.23,0.17465,-1
58,0.45222,0.20108,0.75182,1.6894,0.36425,0.26997,0.98095,0.015969,996.87,-0.007113,-1
82,0.49428,0.23995,0.97999,1.3427,0.32165,0.57998,1.1452,0.006525,2131.2,0.010458,-1
37,0.2079,0.041556,0.1604,0.3264,0.000277,0.11418,0.18657,0.001737,2490.2,0.027831,1
40,0.19118,0.035395,0.13172,0.78235,0.000422,0.069793,0.17071,0.002195,3259.7,0.027803,1
11,0.20798,0.038899,0.15867,0.074779,0.000357,0.11702,0.17711,0.00908,269,0.011981,-1
51,0.47757,0.22354,0.88156,0.46754,0.006944,2.3271,0.90452,0.001472,618.78,0.005019,-1
13,0.30044,0.083264,0.30543,0.05845,0.00053,0.48535,0.31694,0.005171,190.6,-0.000261,-1
12,0.25987,0.062035,0.1948,0.24975,0.001784,0.084306,0.2838,0.011993,228.2,0.14505,-1
17,0.3145,0.090996,0.36735,0.31005,0.000836,0.27796,0.4094,0.014588,346.35,-0.026265,-1
34,0.49602,0.23727,0.89582,0.16451,0.023683,1.2314,0.95056,0.011793,371.09,0.065907,-1
13,0.31231,0.089784,0.33,0.057314,0.004525,0.23979,0.33378,0.00094,52.129,-0.002568,-1
7,0.15935,0.021598,0.072439,0.015427,0.000165,0.048992,0.076268,0.003319,174.96,0.15905,-1
58,0.45247,0.20148,0.75318,1.74,0.39089,0.26173,0.98054,0.016327,1072.8,-0.006028,-1
58,0.39368,0.1526,0.54146,1.1951,0.033223,0.39431,0.7767,0.009716,1692.5,-0.007449,-1
36,0.20421,0.040364,0.16209,0.33614,0.000898,0.095542,0.21562,0.004752,2561.5,0.072037,1
20,0.34884,0.11542,0.37539,2.1199,0.03959,0.13139,0.53076,0.02146,320.2,-0.039136,-1
40,0.18836,0.034482,0.13113,0.49858,0.000393,0.077159,0.16463,0.002115,4291.2,0.047547,1
15,0.24228,0.054881,0.19404,0.082577,0.001227,0.15592,0.21301,0.00785,337.29,-0.035924,-1
51,0.47758,0.22356,0.87815,0.3618,0.002187,3.5589,0.89482,0.001303,457.53,-0.006013,-1
13,0.30211,0.083751,0.30855,0.059312,0.000707,0.44007,0.31901,0.004777,148.22,0.007291,-1
11,0.25746,0.064828,0.17538,0.27934,0.002167,0.069433,0.26038,0.015335,186.03,0.005829,-1
17,0.31368,0.089394,0.34995,0.34984,0.001503,0.22724,0.4093,0.01508,292.65,-0.085385,-1
34,0.49573,0.23765,0.89432,0.16272,0.04053,0.93554,0.9364,0.01138,425.09,0.056435,-1
13,0.31261,0.089838,0.33065,0.057172,0.000573,0.56182,0.3335,0.000573,26.936,-0.002569,-1
7,0.17223,0.024404,0.083189,0.039627,0.000038,0.056417,0.092146,0.007526,96.178,0.19469,-1
58,0.45232,0.20143,0.7569,1.676,0.40813,0.26041,0.98781,0.015927,1009.3,-0.006028,-1
39,0.32477,0.10265,0.37054,0.22447,0.041544,0.17431,0.44898,0.005368,1829.4,0.026927,-1
34,0.19663,0.037506,0.14971,0.087479,0.000652,0.15128,0.17181,0.001965,2985.1,0.055199,1
22,0.37761,0.13611,0.51309,0.069639,0.000846,1.4821,0.52228,0.007152,250.57,0.010272,-1
18,0.32942,0.10208,0.33253,1.7523,0.021988,0.12692,0.48228,0.019707,244.07,-0.052803,-1
39,0.18594,0.033311,0.12925,0.46555,0.000565,0.0731,0.16342,0.002085,4493.4,0.025851,1
16,0.23923,0.053599,0.1964,0.095854,0.000452,0.18768,0.21413,0.005856,373.68,0.069691,-1
49,0.46854,0.21499,0.84914,0.18563,0.014003,1.5942,0.86731,0.001865,533.89,0.013228,-1
13,0.30387,0.084642,0.30486,0.073224,0.000881,0.37552,0.31384,0.004385,122.26,-0.015081,-1
14,0.27694,0.071222,0.28012,0.17818,0.01532,0.10252,0.35062,0.016023,260.8,-0.047753,-1
21,0.33126,0.10161,0.36557,0.6841,0.004215,0.19163,0.50999,0.014903,458.28,-0.062,-1
34,0.49573,0.23758,0.88387,0.17149,0.01871,1.3661,0.94355,0.012068,324.93,0.059376,-1
13,0.31255,0.089785,0.3303,0.064294,0.001156,0.43033,0.33566,0.001698,52.518,0.003502,-1
7,0.16868,0.02269,0.085412,0.046083,0.000036,0.053263,0.09808,0.011307,173.45,0.21327,-1
58,0.45272,0.20156,0.75671,1.7233,0.38484,0.26566,0.99718,0.016643,1199.6,-0.006028,-1
32,0.29251,0.082871,0.29494,0.17234,0.054326,0.09905,0.35382,0.004908,1178.8,0.029946,-1
34,0.19967,0.038687,0.15943,0.14368,0.00416,0.080151,0.186,0.003867,2169.2,0.036314,1
29,0.41791,0.16765,0.68055,0.087386,0.038932,0.45808,0.69217,0.008014,326.34,-0.016103,-1
15,0.30734,0.085891,0.31593,0.95084,0.000765,0.17706,0.39729,0.02994,108.05,-0.037454,-1
38,0.18579,0.0343,0.12779,0.44875,0.001343,0.064753,0.16989,0.002917,4420.8,0.046362,1
21,0.25846,0.063914,0.23956,0.21359,0.000502,0.18813,0.26967,0.00576,658.33,0.044016,-1
49,0.46864,0.21508,0.84685,0.17597,0.002497,3.5165,0.86148,0.001203,548.25,0.00549,-1
13,0.3028,0.084155,0.31155,0.055768,0.000351,0.59322,0.31843,0.003707,116.65,-0.002987,-1
11,0.25281,0.059317,0.17633,0.24201,0.001453,0.074766,0.24457,0.010466,222.2,0.076866,-1
17,0.31545,0.091036,0.356,0.34911,0.000577,0.25136,0.40933,0.01719,307.43,-0.087069,-1
34,0.49623,0.23787,0.88377,0.15549,0.041727,0.94158,0.94925,0.010613,350.47,0.063976,-1
13,0.31316,0.090123,0.33206,0.054702,0.000413,0.6136,0.33675,0.001317,56.745,-0.005625,-1
7,0.17304,0.02542,0.077176,0.044549,0.000144,0.040909,0.092094,0.006703,117.06,0.2468,-1
58,0.4521,0.20141,0.75326,1.6978,0.39662,0.26191,0.97892,0.016199,919.36,-0.011082,-1
31,0.28689,0.079608,0.27922,0.20897,0.033579,0.10532,0.35976,0.007787,1089.4,0.040895,-1
33,0.19842,0.038108,0.15704,0.17706,0.001341,0.09936,0.19989,0.005033,1965.9,0.077125,1
